TRANSCRIPTION,TAGS,,,,,,,,,,,,,
"Yeah, I wouldn't say that would annoy them. It's not really an annoyance. What some retailers struggle to see is sometimes they just focus on CPC. And what they'll see is a bit like when we had the issue with the relevancy with PharmEasy. They'll see that brand A is bidding 1 dollar and every other brand is bidding 10 cents. So in their mind, they automatically think that the 1 dollar one [bid] is better. Because in theory if you just look at the same 10 cents and 1 dollar. Ones making the 90 cents more. But actually you have to look at CTR as well. Because if the CTR of the 1 dollar [bid] is 0.1 [of a percent] and the CTR the 10 cents is 5% then actually you're getting way more clicks on the 10 cents and generating more revenue.",Brands, CPC (Cost Per Click), Revenue, PharmEasy, Bidding, Relevancy, CTR (Click Thru Rate), Retailers,,,,,,
"So when a retailer sometimes gets annoyed is when potentially our algorithm doesn't show the 1 dollar one enough. But it is that education piece of saying just because it's a bigger number [bid amount] doesn't necessarily mean it's actually going to generate you the most amount of revenue. So it's a very difficult one for you guys if you're managing it and how you juggle the two. And obviously we've seen it where some companies have considered doing and what do we call it, I think first prize or whatever. So whoever bids the highest automatically their one [Sponsored Product Ad] is seen.",Operations, Revenue, Bidding, Education, SPA (Sponsored Product Ads), Retailers, Frustration, Guidance, Advice and guidance,,,,,
But from what I understand I think we tried it in Europe a couple of years back. Actually the performance wasn't very good because a lot of irrelevant adverts were being shown and it didn't benefit them.,Europe, Relevancy, Impact, Performance, Negative feedback,,,,,,,,,
"Other areas. It's becoming more relevant now CPC on cross-sell, we've already touched base on that.",Opportunity, CPC (Cost Per Click), Cross-sell,,,,,,,,,,,
"I've discussed this with some other people, like John as well. So we we've had more requests from retailers now to have CPM [Cost Per Mille – thousand] model for cross-sell placements. So at the moment, we obviously have CPC for all product Ads. Which has always worked for search or category because you get a high CTR. If you type in coffee and I show you coffee, the likelihood is you're going to click on it. Now more people are using our cross-sell placement, what we're seeing is actually quite a low CTR. Which in theory actually is natural because if I type in coffee and I see milk, I might click on it. I might not because it's not the actual product I've searched for.",CPM (Cost per Mille/Thousand), SPA (Sponsored Product Ads), Categories, Search terms / Keywords, Retailers, CTR (Click Thru Rate), Retailer needs, CPC (Cost Per Click), Cross-sell,,,,,
"So actually what a lot of retailers are now saying is rather than trying to convince someone to purchase, you're just giving someone a nudge or putting a product in front of someone to kind of trigger an idea to look at it [i.e. building awareness or consideration]. But it means the CTR is very low, so they're not making much money from their CPC. So what they want to see now is having CPC for search category campaigns, and then CPM for cross-cell campaigns, so that they [retailers] can essentially make more revenue from it.",Search terms / Keywords, Point of purchase, Revenue, Cross-sell, Campaigns, CTR (Click Thru Rate), Consideration (funnel), CPM (Cost per Mille/Thousand), Opportunity, Retailers, Categories, CPC (Cost Per Click), Awareness (funnel),
Do we already have some working examples of cross-sell? As far as I know that our category is not. I mean the data we have is not clean and refined enough to generate some accurate cross-selling opportunities.,,,,,,,,,,,,,,
"Yeah, we do have cross-sell campaigns that… Well, I mean it depends what you can determine as success. We have retailers using cross-sell is probably a better phrase for it. And lots of it. We have search cross-sell; we have category cross-sell; and we have PDP [Product Description/Details Page] cross-sell. So the retailers are happy with the logic of how it works. It's just what we've seen as the performance is actually lower than what they require.",Cross-sell, Campaigns, PDP (Product Display Page), Search terms / Keywords, Categories, Impact, Campaigns, Performance, Retailers,,,,,
"Now don't be wrong. Just because we change it to a CPM doesn't suddenly mean that the brands will necessarily love it, because the ROAS will still be very, very small. But it means actually the retailers can generate some revenue from it. Whereas at the moment the reality is none of them are making any revenue from cross-sell. So I think it will come to the point where people will just stop using it – is what I think will happen.",Cross-sell, Opportunity, ROAS, Revenue, CPM (Cost per Mille/Thousand), Retailers, Brands,,,,,,,
"Correct, yeah.",,,,,,,,,,,,,,
"Depending on how you talk to in AdManager, there are various exotic grand plans which people put in place. But no, you've hit the nail on the head. So what you will normally see from a brand is they will be quite specific. So they will use AdManager, and what they want to do is they'll want to promote either a high margin product or maybe a new product launch, or a high stock product. And all of those campaigns work reasonably well.",Product, Opportunity, AdManager, Brand needs, Promotions, Brands,,,,,,,,
